inventory_id,relative_path,sha256,size_bytes,extension,detected_type,text_or_binary,tracked_status,ignored_status,symlink_target,classification,likely_role,review_level,audit_status,per_file_report,notes
F0530,test-suite/src/x86decomp_testkit/adapters/installation.py,e37f333a1d3f6c31ff46043cf4afd37fcb7f498d011526ebc6366fbc3d469836,18255,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0531,test-suite/src/x86decomp_testkit/adapters/__pycache__/__init__.cpython-313.pyc,d47ae931f7e07217b3a7180bc2fb310d8b23a363fb76ddb4588c9b29b04a3b72,695,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0532,test-suite/src/x86decomp_testkit/adapters/__pycache__/capabilities.cpython-313.pyc,5b84b09c9f4ac1fb7bcd2819a666b50adfc2762d8ed4775b6fdd8eeaefb5c0b2,9474,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0533,test-suite/src/x86decomp_testkit/adapters/__pycache__/catalog.cpython-313.pyc,0a6aefa183997937f79308e9711da2323f8b4bcca0e88cefcfbc82ebad1c52ef,10164,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0534,test-suite/src/x86decomp_testkit/adapters/__pycache__/detection.cpython-313.pyc,fd9e6d82acd9025e0a28359535e6a4a90d71e65cc5e6251848a403acbf78e957,21746,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0535,test-suite/src/x86decomp_testkit/adapters/__pycache__/download.cpython-313.pyc,cda0160581b3f55b8abdef3b871f55139f94b033475768c2fd990854d0708f23,10782,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0536,test-suite/src/x86decomp_testkit/adapters/__pycache__/installation.cpython-313.pyc,d347491e0129f9cd31eff07a177273329d1e4c13f554eb916e74ff57e82e7bb6,21065,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0537,test-suite/src/x86decomp_testkit/data/feature_catalog.json,16b08530e1043d1dd6c05a46b7c5a3d44beb7cf561aa030ea6db0ac627ba9979,104314,.json,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0538,test-suite/src/x86decomp_testkit/self_tests/__init__.py,2fdabb54d9fb50db6ec807fffbfad75f6fb167b169a02c667b49d9097540e3a0,101,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0539,test-suite/src/x86decomp_testkit/self_tests/test_adapter_capabilities.py,29edcce9190f01a43c81eaa7a38a65e12ff049958a4bf735d2685d329b134fd9,3782,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0540,test-suite/src/x86decomp_testkit/self_tests/test_adapter_detection_resolution.py,f5088b0b7ffcea762bf15990d087f76b782ae7d2ad88316aa0f532e5620c5cd3,5236,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0541,test-suite/src/x86decomp_testkit/self_tests/test_archive_security.py,c9a85a238d72824ef8e346e340dc2607f0ce75d17c102e8d1fb5812973e6c60a,2869,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0542,test-suite/src/x86decomp_testkit/self_tests/test_cli_and_installation.py,a732ea719dcdebc30e0c4a2bdfb75be4c74ebd55ce96ddc99c70faf3a4ac2092,2128,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0543,test-suite/src/x86decomp_testkit/self_tests/test_config_models.py,f4537a948d0a737075e16a1003b9a8b8e99f8369edc1248c29caba7e140586ae,2475,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0544,test-suite/src/x86decomp_testkit/self_tests/test_inventory_reports_process.py,382524e4b814f813ea18b7ba1012522f9176997e4be92d3e59c59c0911784a11,6099,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0545,test-suite/src/x86decomp_testkit/self_tests/__pycache__/__init__.cpython-313.pyc,dd3b32ea47aa5072c3776fa48ffb2a26f4f3182124dd80197f641bd9f67f76f5,334,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0546,test-suite/src/x86decomp_testkit/self_tests/__pycache__/test_adapter_capabilities.cpython-313.pyc,d6868b85d06e36cb0069916f730e70f8d3415b7bee4395886e8c69083b7b1c9c,6081,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0547,test-suite/src/x86decomp_testkit/self_tests/__pycache__/test_adapter_detection_resolution.cpython-313.pyc,2cdcf37842c275f33a9532be63b3407a837c82783fb6ec5514557e2bcc7888ae,8200,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0548,test-suite/src/x86decomp_testkit/self_tests/__pycache__/test_archive_security.cpython-313.pyc,6814af2ae163a325e9319c9938f8af1e475b76cc36b6adc195a6fd8f532dab88,4958,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0549,test-suite/src/x86decomp_testkit/self_tests/__pycache__/test_cli_and_installation.cpython-313.pyc,d5d54673231633abcc91b70788a30a34c0a5c29b9f2b8f785b45b82cf3cdd412,3641,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0550,test-suite/src/x86decomp_testkit/self_tests/__pycache__/test_config_models.cpython-313.pyc,748cd39938437915a9b6d5b873e0e748f6ccb92a96775cb999fa2db1dcd04c26,3765,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0551,test-suite/src/x86decomp_testkit/self_tests/__pycache__/test_inventory_reports_process.cpython-313.pyc,7837c10453c165707b725d7855189335c4269950d9c578c42cbc51727e132078,8400,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0552,test-suite/src/x86decomp_testkit/toolkit_tests/__init__.py,59233872c30dd4805dd978aca63924506145697eab953e5e5d741c6cd17bd96c,104,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0553,test-suite/src/x86decomp_testkit/toolkit_tests/test_public_api_contract.py,39b30067e4d50f70bc99b26fc8c5d1f579b496e63a11cd61e73b256435c45fbb,27914,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0554,test-suite/src/x86decomp_testkit/toolkit_tests/__pycache__/__init__.cpython-313.pyc,74c9d17a9bb4c41cc7e408da414a14cc4b1e9a253fe848d2f9fd5eb629ab6586,340,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0555,test-suite/src/x86decomp_testkit/toolkit_tests/__pycache__/test_public_api_contract.cpython-313-pytest-9.1.1.pyc,b3c2e29e0b8000a8fcec14a4eeca84dff217d2d05529a80556b1ab6443bcf02c,94229,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0556,test-suite/src/x86decomp_testkit/toolkit_tests/__pycache__/test_public_api_contract.cpython-313.pyc,f101790e515002259256cc48e0057c28084cade3b86b916f88b87bed00cc5100,40167,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0557,test-suite/src/x86decomp_testkit/__pycache__/__init__.cpython-313.pyc,006c3cd963ed3541caa2c876d1daa8a6e00db207e8c968c4b9192f9110a90c3b,321,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0558,test-suite/src/x86decomp_testkit/__pycache__/__main__.cpython-313.pyc,12500219ef6debd61e40a4a23f5b77c3e12e3a8926f1089479be0b94bf2dad4a,407,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0559,test-suite/src/x86decomp_testkit/__pycache__/cli.cpython-313.pyc,23508afff71225e4ca1fb7362428bf0bb6424a915e849ce06054e7cdb45df044,9127,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0560,test-suite/src/x86decomp_testkit/__pycache__/config.cpython-313.pyc,34a7a9bfafeb37b309502de9e424dec5888624fc34d124869a33c66b0b92499d,7062,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0561,test-suite/src/x86decomp_testkit/__pycache__/coverage_audit.cpython-313.pyc,275f6d0d3b999c4f5c2cd5a393c39771debf3eb993ea78ae1b7d0941be498fad,4677,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0562,test-suite/src/x86decomp_testkit/__pycache__/fixtures.cpython-313.pyc,cd056f599ed221ee33f3a7a8009445771edc4b6374ec4ff2b42e38ee7c5f9510,7221,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0563,test-suite/src/x86decomp_testkit/__pycache__/inventory.cpython-313.pyc,2bbe0c6f156799bbd190b52d2b364112e887803adbf9e5df5fa0fdd5d2031b81,15315,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0564,test-suite/src/x86decomp_testkit/__pycache__/junit.cpython-313.pyc,19609ea23e0b4f07787f234137f9f371c3b76e36ac2633b70a30f24ca9dddb1e,2373,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0565,test-suite/src/x86decomp_testkit/__pycache__/live_adapters.cpython-313.pyc,0c1d3d0b6a00008af6957ce14cf51c586973f3296389459b5f483341fe423e03,14519,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0566,test-suite/src/x86decomp_testkit/__pycache__/logging_utils.cpython-313.pyc,0dfa974159c04e63f28b9c47699b36c5f89ada4353cc438ff4b71ff3e90b8aa0,4976,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0567,test-suite/src/x86decomp_testkit/__pycache__/models.cpython-313.pyc,35fb1149e9b2aea2e9d5411b0b0f5faed18dae01049060afa57a0db18c3dbc96,7718,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0568,test-suite/src/x86decomp_testkit/__pycache__/orchestrator.cpython-313.pyc,3cb75071d2523775a69fc5648ac8a4ae09ca7bbe01842310d873ca0d1307631a,6344,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0569,test-suite/src/x86decomp_testkit/__pycache__/process.cpython-313.pyc,ed26d9c8d92a66cabcd003acc38fc5503468d249f525a383b72221d46d70cfb2,4785,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0570,test-suite/src/x86decomp_testkit/__pycache__/reports.cpython-313.pyc,9f6c3c41819c9be5a95e5b78182328a5c5d58eacc9b25a8c49113917c816056a,10822,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0571,test-suite/src/x86decomp_testkit/__pycache__/suites.cpython-313.pyc,effd5e541b635dca5869c8a5ec8ccc82065266630193e405be09142c26051418,30012,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0572,test-suite/src/x86decomp_testkit/__pycache__/timeutil.cpython-313.pyc,bedfb2ff6f1bcc223dc9f89556c8fe50d0e4f70c9d0f94eef8400791c08a8afb,857,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0573,test-suite/src/x86decomp_test_suite.egg-info/PKG-INFO,b97a9312b27992f7f193e6f114f3ec9f94a0abf5fdbe08a079d80dab0f16f1ef,2550,,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0574,test-suite/src/x86decomp_test_suite.egg-info/SOURCES.txt,b0475356d1b376adebb0efab3d6ce0cdd992665e41a4a96ed00f03d12ad29e6d,2402,.txt,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0575,test-suite/src/x86decomp_test_suite.egg-info/dependency_links.txt,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,.txt,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0576,test-suite/src/x86decomp_test_suite.egg-info/entry_points.txt,e08948ea9c4c76b930d55e5d1318ae6b6c1ee435c2f1a0b8a1b79ebef43f5ff8,62,.txt,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0577,test-suite/src/x86decomp_test_suite.egg-info/requires.txt,9324b3c677658cf90223195bd5f4173fc54ba5f51f5d3a63b969a0d7bde0d4d2,118,.txt,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0578,test-suite/src/x86decomp_test_suite.egg-info/top_level.txt,69e78c5b9ad9ae8d8a88b820b04648a20e1532bc2603e44be25aae7f2513fbb2,18,.txt,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0579,test-suite/tests/test_adapter_capabilities.py,47dde51aa511486350597ec6a786e4be9ed9bc229b02e9cd8d12baff0874f133,4413,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0580,test-suite/tests/test_adapter_detection_resolution.py,7bd6c6fd94d35d1d0773bc1afd6d8b54e63cc8cafbfad512bed398b8f267cd1e,6070,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0581,test-suite/tests/test_architecture_maps.py,038c3d80e169d6e6a44f57bb71c5ff92dcd09f63a2e3b556c01e35238c88515b,4769,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0582,test-suite/tests/test_archive_security.py,14bc490ccfb85d8128b72f44afd3e949fed6c9c74b13dd9fff64ed2edcb80a65,3302,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0583,test-suite/tests/test_cli_and_installation.py,fd636ec4313e3bb50c3d38d6a32c4e6a6d64866ba87064cd37d4f6e92b5c06ba,2537,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0584,test-suite/tests/test_config_models.py,2a0ea2ddce38b40acc27cad53bd77822186b8e70ebaee405796b758f683d2ed3,2793,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0585,test-suite/tests/test_inventory_reports_process.py,4cc4d734640af3ef4816a0d5150d6152b8514f2ae80e4e0257aab9c74abbd3d6,6594,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0586,test-suite/tests/__pycache__/test_adapter_capabilities.cpython-313-pytest-9.1.1.pyc,738ef77b4ed1ca48711adc1fb1ef178a27ecfe55373fb79db2d755593a1194e3,12526,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0587,test-suite/tests/__pycache__/test_adapter_detection_resolution.cpython-313-pytest-9.1.1.pyc,5041a01c39affebe547af1ef6c3e0f4da69d05377810c474e6e2cd3015119f34,18844,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0588,test-suite/tests/__pycache__/test_architecture_maps.cpython-313-pytest-9.1.1.pyc,70e233cf3e17018812a85e1d41e9c23e716b41b347de63679e31c1703a725154,14595,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0589,test-suite/tests/__pycache__/test_archive_security.cpython-313-pytest-9.1.1.pyc,b4bcdca90002ca73a1936cd8e87feeca291e5dffdc57d2b41ff643a21b0ceb6e,9778,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0590,test-suite/tests/__pycache__/test_cli_and_installation.cpython-313-pytest-9.1.1.pyc,2738b7cfacffce3bff74b297645133d19ee8b5549f53f8c33a551471ccf70252,8355,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0591,test-suite/tests/__pycache__/test_config_models.cpython-313-pytest-9.1.1.pyc,5b5a86361994dce27f497042a08ab5872db13e2b9fe631a3933cb1b2f41f9e5e,12414,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0592,test-suite/tests/__pycache__/test_inventory_reports_process.cpython-313-pytest-9.1.1.pyc,7ef34f0a939e93f8e56a95127f8ca59630bbb903d259733ec67af254fa40f6c1,16239,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0593,tests/pe_fixture.py,0316b722e80d1023a4b3cb0c3fdb77837842f7b9aa3d217adcb3292baa1cbb27,4442,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0594,tests/test_abi_disassembly.py,91ebeb183e6f9728fff8d8d828615c79506b7b1d2752a0caaf016379aec1c590,784,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0595,tests/test_artifacts.py,7c850b2510db574ec42cd3e1c26245717d225e7a8e91dc66794b8772d797bc84,2359,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0596,tests/test_audit_fixes.py,4991a922981b8fe9e82a31b9b1ccfd9851449ef3d78b1525f244fca07527c2bc,3307,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0597,tests/test_coff.py,e1abec0d1033c65b821318e61491a5d56fbe5e109b6617210e0f1d0cbc4cb867,975,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0598,tests/test_coff_archive.py,38b8932cc6744db56c6ca164ad1749229f89daccd8e569f797be64b49b126a60,4889,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0599,tests/test_compiler.py,a700c74ef73cc25a268f426b937f9d1a238ee2f0a26ad42333b0b328c58b911e,1058,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0600,tests/test_decompme_objdiff.py,cd8f3acb39d4c6b8c2c563b625e0e73e2fe39994483cb3096a3ac5c87ff70f9d,2724,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0601,tests/test_diffing.py,79ad9b5274ca2a57d0fb580b12dc6c4ff4c56cfedfd66819d016ceb8bd0bc7b1,974,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0602,tests/test_docstring_audit.py,21d346e4c07e552ee8c635a91030480a0ee28a595ba566ffac35e4a3b5a0d4ee,2886,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0603,tests/test_documentation.py,1ad36a9753c326fb264cb0fbb286ea72d7c02303e46ca21c67cf61116228b954,2574,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0604,tests/test_dynamic_symbolic.py,7b601226798d54a0e509cc81282a1372384b26a75fae690d62399d3c01e89f12,1892,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0605,tests/test_dynamorio.py,41d1f65aeefadb38e4b937899e801f20a93e495c7933427a2c483d7a6d554fcc,1670,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0606,tests/test_evidence.py,0b32cba7e0b11589daea1342943dab03f9a2f9ec8e36261ad0818ee3c0f53159,3088,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0607,tests/test_ghidra.py,923c2293e595fec0df1050bb2c3ee598d2341101bb86a68276710e132afb3c87,1760,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0608,tests/test_integration.py,91835325b62f0d2d14c0b444e88f6572ff68c70825e4932f94ea60fa4c5408cb,3293,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0609,tests/test_linker_metadata_corpus.py,8f0ae11983ae7264ab57a796a2f8fe155225fd61194674c7cc08796f681cf015,14331,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0610,tests/test_local_llm.py,c433db8536d18e157501926c15a0706329dc8fd9137f0692e74d22b0227f3a84,14347,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0611,tests/test_mcp.py,c5ece865f0999b8b1c28ea39c92796e2f4a242db4fd500a05b09a79d323b87ae,2370,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0612,tests/test_memory.py,4f153760b7c9834097cf34ba0fa79a505627bad9b025c4c2f842c7c18ef3b1ce,1507,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0613,tests/test_modes_and_db.py,84554d4fd263de392d7d3e43471ad0b538672e354b28b1ad639ccbd8f5a60f94,1799,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0614,tests/test_pdb.py,a66327c79f20e3a5c0ee0590777772b5b75fd514abda9f05374e15cd0c8f034f,3264,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0615,tests/test_pe32.py,0566aa1335fa09514110eba2495853f1eb0a06529f033546153e22dbb9a7ba4e,1411,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0616,tests/test_pe64_patch_hybrid.py,1c4c7817684d2149bfa82bb3c91f820ae79e81f0f5ea8b82835cb876e8985fba,2488,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0617,tests/test_production.py,fe7676760a6a7e12d0cbe2db2308949cd3b2c3d467fc8128fe51682f81b18e41,25284,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0618,tests/test_project.py,51b66c2f0070d17f2c004af56396878c666291e1e8284c5b2e2a0155aa753a67,1802,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0619,tests/test_release_contract.py,7995c16cc519ee1cdf6dd7fb7645cdc6642515da64bd43c4a57951437e17d6fa,10268,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0620,tests/test_relink.py,1d4a4b9959fa574e52245cfb9c18921d48fbd3334c414b1d248143f014eb6ef6,1194,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0621,tests/test_second_audit_fixes.py,637f0a226e118e451f9cf2e2656a44b1ff96529cd1aae1c449d4f03541cf2a56,10126,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0622,tests/test_test_bundle.py,27fd121c8a59200ffcafcfccaa6e01ca3c2bd488680f3209bbe95097686f7061,4231,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0623,tests/test_workqueue.py,401f98bce8178d0bc2f01a92f5c792044a8f32695868bd0cd04feec743eb56b8,807,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0624,tests/assembly/conftest.py,f11e34a5e847aefbc29f1f353e27f8ec3c78e541e579caaa08f3a7fe89954bd7,279,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0625,tests/assembly/test_annotation_materialize.py,00a55b159918b28924ca56437f2f0f68be13db0a0187d60d1eb02e1af8eb5eb2,8470,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0626,tests/assembly/test_helpers_and_relocations.py,a5a50f7860b8f169441105450065e74a15361ed37c0e5900681b457f20914943,2487,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0627,tests/assembly/test_pipeline_cli_schemas.py,58c18cc8d7da6b1d2dac5b42383d20bc381e303a4c2be28b25e926118bb4db64,9264,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0628,tests/assembly/__pycache__/conftest.cpython-313-pytest-9.1.1.pyc,93927c1f0262b7d5ea3b3356bc5f22d4bd09673f4793916f8435d250b689a2df,825,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0629,tests/assembly/__pycache__/test_annotation_materialize.cpython-313-pytest-9.1.1.pyc,16db33a509b5190ecb761f11f8607cceff167aaf7eab9b0517de87a00c4f097f,36302,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0630,tests/assembly/__pycache__/test_helpers_and_relocations.cpython-313-pytest-9.1.1.pyc,29aa5758e844b2a19dd7ec1a1a2df6a386a2a1d965e6c327642004d55bc37ef1,11694,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0631,tests/assembly/__pycache__/test_pipeline_cli_schemas.cpython-313-pytest-9.1.1.pyc,6b6ca99912a9944e25888bd91e99a20e7d5678a6cd3bbb9309511ec58147b9a3,37703,.pyc,binary,binary,n/a (not a git repository),n/a,,test code,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0632,tests/governance/test_core.py,b85f1e700c926c884add84a6840f1c44df6b473088d61bcd4d6865cd8d39ff53,9858,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
F0633,tests/governance/test_governance_cli_schemas.py,305ace8a6a9338c2a8d4c83c96fb7739dd5381271774d84ca951e7a4560ea079,3039,.py,text,text,n/a (not a git repository),n/a,,test code,,full,Audited — complete,project-audit/files/_group_tests.md,
