inventory_id,relative_path,sha256,assigned_batch,review_started,review_completed,reviewer_status,read_completely,cross_references_checked,runtime_checked,tests_checked,documentation_checked,findings_count,open_questions,final_status
F0414,src/x86decomp/relink.py,e1a67dd9a3581d2d0beeefc27c04e4841ede6b50b9247ced3da031475ebd4e53,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: run_full_relink(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0415,src/x86decomp/reproducibility.py,8eec090ae6a42ab54b9219b7b1cff4f52c84b38ef69db9ce8e767cc44db0eda3,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: build_reproduction_manifest(3), verify_reproduction_manifest(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0416,src/x86decomp/security_audit.py,472e5d81ccdbf8b9f8bc72360cbdf54763739a5d84624bc54588f8d8c5600cb9,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: audit_source_tree(3), generate_sbom(3), run_dependency_vulnerability_audit(3), verify_release_manifest(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0417,src/x86decomp/service.py,0910a37d54392d503ffaf4447924cdc6f5e8bb1766211850b3c7f7be862b03e3,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: convergence(9), create_app(5), functions(29), health(2), index(17), pipelines(4), project(228), reports(27), reproducibility(5), run_service(5). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0418,src/x86decomp/store_utils.py,79ca047c185646cc9cd5fb8493b8c4024cab512fbafe2a4687971a7c650113fb,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: decode_json_fields(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0419,src/x86decomp/symbolic.py,3d52cc7c0718b6d6f86485c95c3396d5f6d74663f3399dbb1ab3aa053f22ece5,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: SymState(6), bounded_symbolic_compare(8), bounded_symbolic_compare_files(4), clone(10), symbolic_execute(1). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0420,src/x86decomp/synthetic_corpus.py,0f2dcfe167b0a0a0db7d9329e56d823aa57698c3aaa7ddb9d01546e3a98d5e5b,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: generate_synthetic_corpus(4), verify_synthetic_corpus(4). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0421,src/x86decomp/target_pack.py,1806af1d251315c8c365699075a64fc5c0eecf8f42f344099b2d8d7501a00c53,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: SupportingArtifact(3), generate_project_from_target_pack(5), infer_target_pack(5), load_target_pack(1), to_dict(104), verify_target_pack(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0422,src/x86decomp/test_bundle.py,1e50d9e3e3792a8ef03cfddfb4726b4dc75bb41e5943352ebe1e69bfda181dc0,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: create_test_bundle(7), inspect_test_bundle(11). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0423,src/x86decomp/toolchains.py,3edc57ee8c42dee979f77ba99cc475059c5a144d2c62593085017d122c59d840,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: register_toolchain(3), verify_toolchain(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0424,src/x86decomp/tools.py,c2fbc3c8c648c9d37b7d2812d0c7b4e37245969f6a545fed1e488bb67de49e59,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: discover_analyze_headless(1), snapshot_tools(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0425,src/x86decomp/util.py,297c345484d2d0149c886388d244baee0e06227976f7868070464107042f4fa4,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: atomic_write_bytes(4), atomic_write_text(1), canonical_json_bytes(1), copy_file_atomic(1), ensure_relative_path(2), load_json(7), require_int(3), require_mapping(3), require_string(3), sha256_bytes(2). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0426,src/x86decomp/work_queue.py,0ade7bd5c5e805759621db3d05ae4e2742e15ab80a0dece25fc784ba240e1e72,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: WorkQueue(12), claim(28), close(11), create(65), get(100), next(19), propose(4), record_validator(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0427,src/x86decomp/worker.py,e837068afc280c21ee17a1a1eeb1b996f9e067c28282fb0389259f76a570f7f5,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: WorkerLimits(9), WorkerRequest(6), WorkerResult(1), apply(6), discover_worker_capabilities(3), execute_worker_request(5), to_dict(104), validate(24). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0428,src/x86decomp/workflow.py,b10d1efdc9f7e7f77e0a7ce59d6959533cb8a864d28b1a72e0679ee997854191,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: DecompilationMode(3), FunctionWorkflow(2), MatchingStatus(4), from_dict(6), initialize_function_workflow(3), load_function_workflow(3), save_function_workflow(1), to_dict(104), update_function_workflow(4). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0429,test-suite/.gitignore,a436e3b7faa06acfab37ac4d6870f732d0eee90f2d8d5095d25af8fa4af2d2db,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0430,test-suite/CHANGELOG.md,452c4c2cc45e9192e25f19d65de8cd1f56dd0169654d6e26b5efd8db72b600d4,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0431,test-suite/INTEGRATION.md,378c0c34e8ab00d53107ef7259fd1e2cd04a3299acf1ec4f488d326a8895fafa,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0432,test-suite/LICENSE,469b8fd4bf8c3ead57817703e5a8ea98c7759304f0da851b57810e410decffc5,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,1,See linked finding verification-needed fields,Audited — complete
F0433,test-suite/MAINTENANCE.md,c5ba78a5f186e4fb0282d1d14b4a637fde620eba12adbcd7c38ac2e56fb7e12c,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0434,test-suite/MANIFEST.in,576d360c349d1ac066a139b866a474d5bfcfc8be7db53b924a3cd671d7ae6778,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,1,See linked finding verification-needed fields,Audited — complete
F0435,test-suite/MANIFEST.sha256,a5412342d918ef584dcb917adcc5a935c231c373ce86d308d20efa727f790fab,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0436,test-suite/README.md,08e7aa0d1bc2dacd2430cd9ac0f9955ba48af79b3567edf1fdb5489953c26f14,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0437,test-suite/SECURITY.md,4af92df1455941633efd7e47b34c20a9c3f3a5914406c3475cc464d068f1a625,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0438,test-suite/VERIFICATION.md,2a50802fcb119c5e4c712fd5cd54d259e66387d878911dbadac0869035c1ebf0,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0439,test-suite/docs/ADAPTERS.md,dcbf62259392c91cafcacdae8c21510d1c902cb7d5ad82356e97d0d0ab1ba307,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0440,test-suite/docs/ARCHITECTURE.md,4450716f9c6ff79d4f8a795438cb19c851cdf81cca9967e14212041a100add84,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0441,test-suite/docs/ARCHITECTURE_MAP.md,80a50857c0d0d0da0f36a55b9f6f890dfc48d5207fe1d5d8401f46e2a15741d5,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,1,See linked finding verification-needed fields,Audited — complete
F0442,test-suite/docs/ARCHITECTURE_MAP_ASCII.txt,9b6a765311addfb49f588f7b7b9b1d6f0fb2983fcd67077135b8c42d4134ec5e,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0443,test-suite/docs/COVERAGE_CONTRACT.md,ec9f63965b35fe1a00d5d5f94d77eab6dad6cc10a7c0fc794672dfcaeb58679e,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0444,test-suite/docs/LOGGING.md,d40bc1bc6a88d916b082ea8a17d83199a62a307b6c319e9918e8cc5edd1b64c9,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0445,test-suite/docs/TEST_PLAN.md,b82f03c618fc8c5ebd520a99612ffce2ea1bb35fbb7689673b47c63c1b4ef99f,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0446,test-suite/examples/x86decomp-test.json,5cd31838533f866853e0730aa63ed36958b4d1dc92f8cfb3d5825da9c9d4204d,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0447,test-suite/pyproject.toml,64140fe2f874dffc14dfed8a811a2f9e3e7eb9f5d06358fff79260c27ef77ce3,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,1,See linked finding verification-needed fields,Audited — complete
F0448,test-suite/schemas/feature-catalog.schema.json,d6bc10903a5a2760c669b9fc5b1cec7990a0118de30318c2727f3934afe00daa,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0449,test-suite/schemas/run-report.schema.json,9d2b3fcab807e52866a5b8e7bac9f7813e6d7e003d4de9f2f80d05e8798e93c6,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0450,test-suite/schemas/test-config.schema.json,c33b8ab58a509c7f688ff159d0cef5726a4909801d40fd4899c81c4626eda90d,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0451,test-suite/scripts/run-all.ps1,29211e8199239685346d666b03824714984db61c73526a8ebc8fb1bd461273cf,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0452,test-suite/scripts/run-all.sh,b2ed622ebf3f48fd4735088604e027152df7d446d4283fc63235d81b5c0caef2,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0453,test-suite/setup.cfg,1c473cbaee8da5fc46e7f0158794af5cea4414c34a3cf3f180c2001f5e38bd3e,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,1,See linked finding verification-needed fields,Audited — complete
F0454,test-suite/src/x86decomp_testkit/__init__.py,fc0b90629b6ab9477e318b04008c3c5d68ec2cbdaef20e3e145984491b986de2,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0455,test-suite/src/x86decomp_testkit/__main__.py,8049ea31e024fbdc10e22c425b395576481d340e58811ab6fdf39530896ffc98,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0456,test-suite/src/x86decomp_testkit/adapters/__init__.py,1ddce6290f1b4d3745c163a2473f72888548faf2af70e04f498a11882989df21,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0457,test-suite/src/x86decomp_testkit/adapters/capabilities.py,46260eb74c46f255182fadf73340d85557d7c786f629bf6be3306431b2d4d1b3,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0458,test-suite/src/x86decomp_testkit/adapters/catalog.py,3dd055cfb00c7853fd5f7f9209cd36f4b17e850eac0dbd8d7891829969db6f72,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0459,test-suite/src/x86decomp_testkit/adapters/detection.py,966ac6aee9d047e4017a283b615897ca34c0a911ece00e9895a86a21f2872695,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0460,test-suite/src/x86decomp_testkit/adapters/download.py,3f8bf51211c07cb30bbc7eb1df12fede980bacdc2379a11bab155582bf84671d,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0461,test-suite/src/x86decomp_testkit/adapters/installation.py,e37f333a1d3f6c31ff46043cf4afd37fcb7f498d011526ebc6366fbc3d469836,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0462,test-suite/src/x86decomp_testkit/cli.py,b786da8962b15c83b1c84efa4daa83a4eac62fd49369b240956db46c8fd36c89,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0463,test-suite/src/x86decomp_testkit/config.py,89da2f134e851e4c23f58842500ad795c2b728444d9f3237dd5557e2efec2bd2,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0464,test-suite/src/x86decomp_testkit/coverage_audit.py,9d9e482f50fd97d31a0d554687727cbc4388be09d3c43989dbb5d6a9e1fa3d49,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0465,test-suite/src/x86decomp_testkit/data/feature_catalog.json,8b12c1c8ca690e8fbed68af99d92304d0c2c1298442434403e766c5660bff2c7,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0466,test-suite/src/x86decomp_testkit/fixtures.py,81d8fbe31a4754053ad7160772253d3a133ce9935d0bde3eb3c1e8810f058815,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0467,test-suite/src/x86decomp_testkit/inventory.py,88623c4fb82e7ff06e9ea219f9c20a2bf1944bd983a784cf2144a68ca1ee5e4d,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0468,test-suite/src/x86decomp_testkit/junit.py,bbf1dc0a30048c97efc7cc682aa6d3b04c4864fdeb18175b5bfdc8529c17f8b2,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0469,test-suite/src/x86decomp_testkit/live_adapters.py,13c8d54fcba7e5998ff4c1173744fcc265852ff99e70f15befc549f253fa1f4b,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0470,test-suite/src/x86decomp_testkit/logging_utils.py,006d609f75cf7f56313a628e79e7d5de9ea938b338230b5de168cacc4f908cf3,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0471,test-suite/src/x86decomp_testkit/models.py,7e7165144706bae0c882c704eec1a727da6ffbc213825b2a2c4bd475007ee481,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0472,test-suite/src/x86decomp_testkit/orchestrator.py,5faea35289fbdb17b80c9df0b31079d42608c1e6e2a15176b8835904369bdc7e,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0473,test-suite/src/x86decomp_testkit/process.py,f39e5e1eeda9b0edea8fad4a56dfee816e90f7b29f6696000819a651cced3ea2,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0474,test-suite/src/x86decomp_testkit/reports.py,f1796aa89169b2077716f344265c9b0ff4dd29c85272a264a55f7a83b2af4d7d,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0475,test-suite/src/x86decomp_testkit/self_tests/__init__.py,2fdabb54d9fb50db6ec807fffbfad75f6fb167b169a02c667b49d9097540e3a0,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0476,test-suite/src/x86decomp_testkit/self_tests/test_adapter_capabilities.py,aef940d89f5de3c9395b64b0d0f2b5af1c50ee923f8f81ccd3fa44d86ceca4cc,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,Executed in the separate packaged-self-test replay: 3 test function(s); the 21-test package replay passed.,Yes — repository inventory reconciled,Yes,2,See linked finding verification-needed fields,Audited — complete
F0477,test-suite/src/x86decomp_testkit/self_tests/test_adapter_detection_resolution.py,0bbc8b61e7b6265c5388ece028a6306a8f0aa9df7fbf8f5253e135e9618c0000,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,Executed in the separate packaged-self-test replay: 6 test function(s); the 21-test package replay passed.,Yes — repository inventory reconciled,Yes,2,See linked finding verification-needed fields,Audited — complete
F0478,test-suite/src/x86decomp_testkit/self_tests/test_archive_security.py,c9a85a238d72824ef8e346e340dc2607f0ce75d17c102e8d1fb5812973e6c60a,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,Executed in the separate packaged-self-test replay: 4 test function(s); the 21-test package replay passed.,Yes — repository inventory reconciled,Yes,2,See linked finding verification-needed fields,Audited — complete
F0479,test-suite/src/x86decomp_testkit/self_tests/test_cli_and_installation.py,d0e12b263bb5c3653605a8dcc49f08622ead6b67ed2f04a3864c3cfdca11a169,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,Executed in the separate packaged-self-test replay: 2 test function(s); the 21-test package replay passed.,Yes — repository inventory reconciled,Yes,2,See linked finding verification-needed fields,Audited — complete
F0480,test-suite/src/x86decomp_testkit/self_tests/test_config_models.py,f9e1bf8dc24dcb6262fa774d149f5ab28b7214146a6b86e2cfc544efe32f3f3e,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,Executed in the separate packaged-self-test replay: 2 test function(s); the 21-test package replay passed.,Yes — repository inventory reconciled,Yes,2,See linked finding verification-needed fields,Audited — complete
F0481,test-suite/src/x86decomp_testkit/self_tests/test_inventory_reports_process.py,f8186d271848a6e4b44352ce1a858ee10cc1aaccd75c818c3ab7ad4ba5e3c13d,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,Executed in the separate packaged-self-test replay: 4 test function(s); the 21-test package replay passed.,Yes — repository inventory reconciled,Yes,2,See linked finding verification-needed fields,Audited — complete
F0482,test-suite/src/x86decomp_testkit/suites.py,cc67eed42b7882a1ca0155a880fab4576d6a7254d040e3ecec3993359c6f68b5,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0483,test-suite/src/x86decomp_testkit/timeutil.py,6df8b1ab942b3c5544c0b6130be135cc4cee196c603a2c0a58c561735e609a72,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"No direct test symbol reference was established by the static search. The repository-wide test inventory passed, but file-specific behavioral coverage is unverified.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0484,test-suite/src/x86decomp_testkit/toolkit_tests/__init__.py,59233872c30dd4805dd978aca63924506145697eab953e5e5d741c6cd17bd96c,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0485,test-suite/src/x86decomp_testkit/toolkit_tests/test_public_api_contract.py,8d7ad6faad3c72d2c25f65b5e0ff3e110934a0b1b67a8a640556e270d4848c93,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"Executed in the exact inventory: 22 collected test(s), all passing.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0486,test-suite/tests/test_adapter_capabilities.py,47dde51aa511486350597ec6a786e4be9ed9bc229b02e9cd8d12baff0874f133,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"Executed in the exact inventory: 3 collected test(s), all passing.",Yes — repository inventory reconciled,Yes,2,See linked finding verification-needed fields,Audited — complete
F0487,test-suite/tests/test_adapter_detection_resolution.py,7bd6c6fd94d35d1d0773bc1afd6d8b54e63cc8cafbfad512bed398b8f267cd1e,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"Executed in the exact inventory: 6 collected test(s), all passing.",Yes — repository inventory reconciled,Yes,2,See linked finding verification-needed fields,Audited — complete
F0488,test-suite/tests/test_architecture_maps.py,038c3d80e169d6e6a44f57bb71c5ff92dcd09f63a2e3b556c01e35238c88515b,test-suite,2026-07-10,2026-07-10,Completed,Yes,Yes,"Executed in the exact inventory: 4 collected test(s), all passing.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
